content.url1,content.url2,url1.p1,url1.p2,url1.status,url2.p1,url2.p2,url2.status,siamese.text1,siamese.text2,similarity.cosine
http://www.haberler.com/ibb-haciosman-korusu-nu-26-6-milyon-tl-ye-13218789-haberi/,https://www.internethaber.com/imamoglunu-tehdit-eden-supheli-tutuklandi-2094776h.htm,,,fetch_error,,,fetch_error,,,
https://www.aksam.com.tr/guncel/karliovada-57lik-deprem/haber-1084266,https://www.yenialanya.com/haber/4826718/deprem-sonrasi-devletin-zirvesi-devreye-girdi,,,fetch_error,,,status_403,,,
https://www.lequipe.fr/Football/Actualites/Montpellier-robert-nouzaret-a-la-retraite-laurent-robert-part-aussi/1131671#xtor=RSS-1,http://www.dknews-dz.com/article/119297-ligue-1-francaise-montpellier-hsc-nouzaret-tire-sa-reverence.html,,,fetch_error,,,fetch_error,,,
https://de.sputniknews.com/politik/20200225326506018-merz-kandidiert-cdu-vorsitz/,http://www.rfi.fr/fr/europe/20200225-allemagne-successeur-tête-cdu-merkel-laschet-röttgen-merz-kramp-karrenbauer,,,fetch_error,,,status_403,,,
"https://www.rmf24.pl/kultura/news-boze-cialo-powalczy-o-oscary-producenci-o-szansach-filmu,nId,4257226",https://wiadomosci.onet.pl/swiat/oscary-2020-boze-cialo-nominowane-do-oscara/xz4091y,,,fetch_error,,,fetch_error,,,
https://news.gnet.tn/hand-cacvc-j04-ca-al-shamal-decisif-voici-le-programme/,https://news.gnet.tn/hand-cacvc-le-ca-sur-le-podium-lebsbk-6eme/,,,fetch_error,,,fetch_error,,,
https://www.euractiv.pl/section/demokracja/news/sondaz-w-drugiej-turze-obaj-kandydaci-ida-leb-w-leb-kantar-duda-trzaskowski/,https://wiadomosci.onet.pl/kraj/wyniki-wyborow-jak-glosowali-wyborcy-z-wyborow-do-sejmu/0y667ls,,,status_403,,,fetch_error,,,
https://dorzeczy.pl/kraj/142110/andrzej-duda-byl-gosciem-radia-maryja-podczas-wywiadu-zadzwonil-o-rydzyk.html,https://dziennik-polityczny.com/2020/06/02/rydzyk-zaskoczyl-andrzeja-dude-telefonem-ujawniono-tresc-rozmowy/,,,fetch_error,,,fetch_error,,,
"https://fakty.interia.pl/polska/news-niedziela-handlowa-28-czerwca-sklepy-beda-otwarte,nId,4578750","https://www.rmf24.pl/ekonomia/news-czy-w-niedziele-sklepy-beda-otwarte,nId,4578735",,,fetch_error,,,fetch_error,,,
https://www.dzonline.de/Welt/Wirtschaft/4114538-Aktie-hebt-ab-Tesla-triumphiert-Zweiter-Quartalsgewinn-in-Folge?utm_source=RSS,https://trends.levif.be/economie/entreprises/tesla-flambe-en-bourse-elon-musk-devrait-toucher-346-millions-de-dollars/article-normal-1242837.html,,,fetch_error,,,fetch_error,,,
"https://www.edziecko.pl/rodzice/7,79361,25994662,ile-kosztuje-wychowanie-dzieci-polsce-centrum-adama-smitha.html",https://kresy.pl/wydarzenia/centrum-im-adama-smitha-wychowanie-jednego-dziecka-w-polsce-to-koszt-nawet-250-tys-zl/,,,status_404,,,fetch_error,,,
https://www.polsatnews.pl/wiadomosc/2020-03-24/na-cyprze-polnocnym-skonczyla-sie-kwarantanna-50-polakow/,https://www.wprost.pl/kraj/10309192/50-polakow-wraca-po-kwarantannie-na-cyprze-polnocnym-troche-boimy-sie-tej-podrozy.html?utm_source=Wiadomościwprost.pl&utm_medium=feed&utm_campaign=rss_wiadomosci,,,fetch_error,,,fetch_error,,,
https://wmeritum.pl/adam-strycharczuk-zastapi-pawla-krolikowskiego/307145,"https://film.interia.pl/telewizja/news-adam-strycharczuk-pawel-krolikowski-zawsze-bardzo-mnie-wspie,nId,4352425",,,fetch_error,,,fetch_error,,,
https://wiadomosci.wp.pl/horoskop-dzienny-na-czwartek-28-maja-2020-sprawdz-co-przewidzial-dla-ciebie-horoskop-6515129126533249a,https://wiadomosci.wp.pl/horoskop-tygodniowy-na-25-31-maja-dla-wszystkich-znakow-zodiaku-co-cie-czeka-w-tym-tygodniu-6514218709878913a,,,fetch_error,,,fetch_error,,,
https://dorzeczy.pl/swiat/136139/2108-zgonow-w-ciagu-ostatniej-doby-dramatyczna-sytuacja-w-stanach-zjednoczonych.html,http://www.tvp.info/47527392/koronawirus-w-usa-rekordowa-ilosc-zgonow-w-ciagu-doby-nie-zyje-juz-ponad-185-tys-osob,,,fetch_error,,,status_404,,,
https://tech.wp.pl/asteroida-zblizy-sie-dzis-do-ziemi-nasa-przyznaje-to-nie-koniec-swiata-ale-obserwujemy-zagrozenie-6482769998592129a,https://nczas.com/2020/05/30/nasa-ostrzega-gigantyczna-asteroida-pedzi-w-kierunku-ziemi-jest-potencjalnie-niebezpieczna-2/,,,fetch_error,,,status_403,,,
https://www.lavieeco.com/coronavirus/covid-19-37-nouveaux-cas-confirmes-au-maroc-516-au-total/,https://www.lavieeco.com/coronavirus/covid-19-18-nouveaux-cas-confirmes-au-maroc-574-au-total/,,,status_403,,,status_403,,,
https://wmeritum.pl/kul-odetnie-sie-slow-czarnka-lgbt/315583,https://wiadomosci.wp.pl/burza-wokol-slow-czarnka-o-lgbt-kul-prawdopodobnie-sie-odetnie-6521390353262209a,,,fetch_error,,,fetch_error,,,
http://www.tvp.info/46533625/chiny-zmarl-lekarz-ktory-ostrzegal-przed-epidemia-koronawirusa,https://tvn24.pl/swiat/koronawirus-w-chinach-lekarz-z-wuhanu-ostrzegal-przed-wirusem-sam-zachorowal-3789670?source=rss,,,fetch_error,,,fetch_error,,,
https://wiadomosci.onet.pl/slask/koronawirus-katowice-i-woj-slaskie-najnowsze-informacje-nowe-dane-1405/3mwztt7,https://wiadomosci.onet.pl/slask/koronawirus-boleslaw-piecha-zamkniecie-slaska-to-rozwazany-scenariusz/e5jl1l0,,,fetch_error,,,fetch_error,,,
"https://www.rmf24.pl/raporty/raport-koronawirus-z-chin/najnowsze-fakty/news-dramatyczna-sytuacja-w-brazylii-powstaja-masowe-groby-dla-of,nId,4513893",https://pikio.pl/epicentrum-pandemii-2405202-bc-dramatyczna-sytuacja/,,,fetch_error,,,timeout,,,
http://www.deutschlandfunk.de/eu-coronahilfen-dobrindt-wirbt-fuer-kompromiss.1939.de.html?drn:news_id=1133599,https://www.capital.fr/economie-politique/comment-le-plan-dangela-merkel-et-emmanuel-macron-instaure-une-vraie-solidarite-europeenne-1370559,,,status_404,,,fetch_error,,,
"https://film.interia.pl/wiadomosci/news-festiwal-w-cannes-zostanie-odwolany,nId,4375669",https://pl.sputniknews.com/swiat/2020032012116111-festiwal-w-cannes-nie-odbedzie-sie-w-maju-z-powodu-koronawirusa-Sputnik/,,,fetch_error,,,fetch_error,,,
https://wiadomosci.wp.pl/byly-szef-msz-ukrainy-zatrzymany-leonid-kozara-podejrzany-o-zabojstwo-biznesmena-6492884879488641a,"https://www.rmf24.pl/fakty/swiat/news-byly-szef-msz-ukrainy-zatrzymany-w-zwiazku-zastrzeleniem-biz,nId,4402363",,,fetch_error,,,fetch_error,,,
http://www.primerahora.com.mx/index.php?n=244442,https://it.sputniknews.com/mondo/202003238894447-angela-merkel-fa-tampone-per-il-coronavirus/,,,status_403,,,fetch_error,,,
https://laraza.com/2020/05/12/nacio-en-san-francisco-hace-113-anos-ahora-en-espana-es-la-persona-mas-longeva-y-ha-vencido-al-coronavirus/,https://www.greenme.it/vivere/costume-e-societa/maria-la-donna-piu-anziana-della-spagna-che-ha-superato-il-covid-19-a-113-anni/,,,fetch_error,,,fetch_error,,,
http://www.alertadigital.com/2020/03/31/trump-sale-al-rescate-de-los-espanoles-y-anuncia-el-envio-de-equipos-medicos-a-espana-para-paliar-la-inutilidad-del-gobierno-espanol/,https://www.agenzianova.com/a/5e897f1a899a28.34509640/2882089/2020-04-05/energia-trump-definisce-l-opec-illegale-pronti-a-proteggere-l-industria-statunitense,,,fetch_error,,,fetch_error,,,
https://elintransigente.com/mundo/2020/05/25/entre-miedos-y-nuevos-habitos-finalizo-el-ramadan/,https://www.blitzquotidiano.it/cronaca-mondo/eid-al-fitr-fine-ramadan-coronavirus-3190321/,,,fetch_error,,,fetch_error,,,
https://buenavibra.es/tendencias/tecnologia/apps/autotest-de-coronavirus/,https://napoli.fanpage.it/coronavirus-comunita-cinese-dona-mascherine-al-cotugno-in-arrivo-anche-tamponi-veloci/,,,fetch_error,,,status_403,,,
http://diarioextra.com/Noticia/detalle/410737/guaido-retorna-a-venezuela-tras-23-dias-en-gira-internacional,http://www.ansa.it/sito/notizie/mondo/americalatina/2020/02/11/venezuela-guaido-e-rientrato-in-patria-dopo-23-giorni_a1a8cc37-c1c6-4685-8103-33f3ae212a2d.html,,,fetch_error,,,fetch_error,,,
https://as.com/motor/2020/05/20/motociclismo/1589989164_133341.html#?ref=rss&format=simple&link=link,https://www.corsedimoto.com/motomondiale/motogp/motogp-razali-non-cambieremo-tutto-lo-staff-per-valentino/,,,fetch_error,,,fetch_error,,,
https://www.telemetro.com/internacionales/2020/05/21/un-destructivo-ciclon-deja-24-muertos-en-india-y-bangladesh/2878940.html,https://ilformat.info/2020/05/22/lindia-e-il-bangladesh-investiti-dal-ciclone-amphan/,,,fetch_error,,,fetch_error,,,
https://newsweekespanol.com/2020/02/iowa-elecciones-eu-trump/,https://voce.com.ve/2020/02/03/473747/liowa-apre-le-primarie-dem-a-caccia-dellanti-trump/,,,status_404,,,status_403,,,
